license plate,brand,model,color,model year
AZ398WN,Toyota,RAV4,beige,2011
AZ411XR,Ford,Puma,purple,2012
AZ424YU,Renault,Kadjar,red,2013
AZ437ZX,Peugeot,3008,blue,2014
AA450AA,Opel,Crossland,white,2015
AA463BD,BMW,X1,black,2016
AA476CG,Mercedes,GLA,grey,2017
AA489DJ,Audi,Q3,silver,2018
AA502EM,Honda,CR-V,green,2019
AA515FP,Hyundai,Tucson,yellow,2020
AA528GT,Kia,Sportage,orange,2021
AA541HW,Nissan,Leaf,brown,2022
AA554IZ,Seat,Ateca,beige,2023
AA567JC,Skoda,Karoq,purple,2024
AA580KF,Volvo,XC60,red,2005
AA593LI,Mazda,CX-5,blue,2006
AA606ML,Suzuki,Baleno,white,2007
AA619NO,Citroen,Berlingo,black,2008
AA632OS,Dacia,Spring,grey,2009
AA645PV,Alfa Romeo,Tonale,silver,2010
AA658RY,Lancia,Ypsilon,green,2011
AA671SB,Jeep,Wrangler,yellow,2012
AA684TE,Mini,Paceman,orange,2013
AA697UH,Subaru,XV,brown,2014
AA710VK,Mitsubishi,Outlander,beige,2015
AA723WN,Tesla,Model X,purple,2016
AA736XR,Fiat,Punto,red,2017
AA749YU,Volkswagen,Golf,blue,2018
AA762ZX,Toyota,Yaris,white,2019
AA775AA,Ford,Focus,black,2020
BB788BD,Renault,Clio,grey,2021
BB801CG,Peugeot,208,silver,2022
BB814DJ,Opel,Corsa,green,2023
BB827EM,BMW,Serie 1,yellow,2024
BB840FP,Mercedes,Classe A,orange,2005
BB853GT,Audi,A1,brown,2006
BB866HW,Honda,Civic,beige,2007
BB879IZ,Hyundai,i10,purple,2008
BB892JC,Kia,Picanto,red,2009
BB905KF,Nissan,Micra,blue,2010
BB918LI,Seat,Ibiza,white,2011
BB931ML,Skoda,Fabia,black,2012
BB944NO,Volvo,V40,grey,2013
BB957OS,Mazda,2,silver,2014
BB970PV,Suzuki,Swift,green,2015
BB983RY,Citroen,C3,yellow,2016
BB996SB,Dacia,Sandero,orange,2017
BB109TE,Alfa Romeo,Giulietta,brown,2018
BB122UH,Lancia,Ypsilon,beige,2019
BB135VK,Jeep,Renegade,purple,2020
BB148WN,Mini,Cooper,red,2021
BB161XR,Subaru,Impreza,blue,2022
BB174YU,Mitsubishi,Colt,white,2023
BB187ZX,Tesla,Model 3,black,2024
BB200AA,Fiat,500,grey,2005
BB213BD,Volkswagen,Polo,silver,2006
BC226CG,Toyota,Corolla,green,2007
BC239DJ,Ford,Fiesta,yellow,2008
BC252EM,Renault,Megane,orange,2009
BC265FP,Peugeot,308,brown,2010
BC278GT,Opel,Astra,beige,2011
BC291HW,BMW,Serie 3,purple,2012
BC304IZ,Mercedes,Classe B,red,2013
BC317JC,Audi,A3,blue,2014
BC330KF,Honda,Jazz,white,2015
BC343LI,Hyundai,i20,black,2016
BC356ML,Kia,Stonic,grey,2017
BC369NO,Nissan,Juke,silver,2018
BC382OS,Seat,Arona,green,2019
BC395PV,Skoda,Scala,yellow,2020
BC408RY,Volvo,XC40,orange,2021
BC421SB,Mazda,3,brown,2022
BC434TE,Suzuki,Vitara,beige,2023
BC447UH,Citroen,C4,purple,2024
BC460VK,Dacia,Duster,red,2005
BC473WN,Alfa Romeo,Giulia,blue,2006
BC486XR,Lancia,Ypsilon,white,2007
BC499YU,Jeep,Compass,black,2008
BC512ZX,Mini,Countryman,grey,2009
BC525AA,Subaru,Forester,silver,2010
BC538BD,Mitsubishi,ASX,green,2011
BC551CG,Tesla,Model Y,yellow,2012
BD564DJ,Fiat,Panda,orange,2013
BD577EM,Volkswagen,Passat,brown,2014
BD590FP,Toyota,Auris,beige,2015
BD603GT,Ford,Kuga,purple,2016
BD616HW,Renault,Captur,red,2017
BD629IZ,Peugeot,2008,blue,2018
BD642JC,Opel,Mokka,white,2019
BD655KF,BMW,Serie 5,black,2020
BD668LI,Mercedes,Classe C,grey,2021
BD681ML,Audi,A4,silver,2022
BD694NO,Honda,HR-V,green,2023
BD707OS,Hyundai,i30,yellow,2024
BD720PV,Kia,Ceed,orange,2005
BD733RY,Nissan,Qashqai,brown,2006
BD746SB,Seat,Leon,beige,2007
BD759TE,Skoda,Octavia,purple,2008
BD772UH,Volvo,V60,red,2009
BD785VK,Mazda,CX-3,blue,2010
BD798WN,Suzuki,Ignis,white,2011
BD811XR,Citroen,C5 Aircross,black,2012
BD824YU,Dacia,Logan,grey,2013
BD837ZX,Alfa Romeo,Stelvio,silver,2014
BD850AA,Lancia,Ypsilon,green,2015
BD863BD,Jeep,Cherokee,yellow,2016
BD876CG,Mini,Clubman,orange,2017
BD889DJ,Subaru,Outback,brown,2018
BE902EM,Mitsubishi,Eclipse Cross,beige,2019
BE915FP,Tesla,Model S,purple,2020
BE928GT,Fiat,Tipo,red,2021
BE941HW,Volkswagen,Tiguan,blue,2022
BE954IZ,Toyota,RAV4,white,2023
BE967JC,Ford,Puma,black,2024
BE980KF,Renault,Kadjar,grey,2005
BE993LI,Peugeot,3008,silver,2006
BE106ML,Opel,Crossland,green,2007
BE119NO,BMW,X1,yellow,2008
BE132OS,Mercedes,GLA,orange,2009
BE145PV,Audi,Q3,brown,2010
BE158RY,Honda,CR-V,beige,2011
BE171SB,Hyundai,Tucson,purple,2012
BE184TE,Kia,Sportage,red,2013
BE197UH,Nissan,Leaf,blue,2014
BE210VK,Seat,Ateca,white,2015
BE223WN,Skoda,Karoq,black,2016
BE236XR,Volvo,XC60,grey,2017
BE249YU,Mazda,CX-5,silver,2018
BE262ZX,Suzuki,Baleno,green,2019
BE275AA,Citroen,Berlingo,yellow,2020
BE288BD,Dacia,Spring,orange,2021
BE301CG,Alfa Romeo,Tonale,brown,2022
BE314DJ,Lancia,Ypsilon,beige,2023
BE327EM,Jeep,Wrangler,purple,2024
BF340FP,Mini,Paceman,red,2005
BF353GT,Subaru,XV,blue,2006
BF366HW,Mitsubishi,Outlander,white,2007
BF379IZ,Tesla,Model X,black,2008
BF392JC,Fiat,Punto,grey,2009
BF405KF,Volkswagen,Golf,silver,2010
BF418LI,Toyota,Yaris,green,2011
BF431ML,Ford,Focus,yellow,2012
BF444NO,Renault,Clio,orange,2013
BF457OS,Peugeot,208,brown,2014
BF470PV,Opel,Corsa,beige,2015
BF483RY,BMW,Serie 1,purple,2016
BF496SB,Mercedes,Classe A,red,2017
BF509TE,Audi,A1,blue,2018
BF522UH,Honda,Civic,white,2019
BF535VK,Hyundai,i10,black,2020
BF548WN,Kia,Picanto,grey,2021
BF561XR,Nissan,Micra,silver,2022
BF574YU,Seat,Ibiza,green,2023
BF587ZX,Skoda,Fabia,yellow,2024
BF600AA,Volvo,V40,orange,2005
BF613BD,Mazda,2,brown,2006
BF626CG,Suzuki,Swift,beige,2007
BF639DJ,Citroen,C3,purple,2008
BF652EM,Dacia,Sandero,red,2009
BF665FP,Alfa Romeo,Giulietta,blue,2010
BG678GT,Lancia,Ypsilon,white,2011
BG691HW,Jeep,Renegade,black,2012
BG704IZ,Mini,Cooper,grey,2013
BG717JC,Subaru,Impreza,silver,2014
BG730KF,Mitsubishi,Colt,green,2015
BG743LI,Tesla,Model 3,yellow,2016
BG756ML,Fiat,500,orange,2017
BG769NO,Volkswagen,Polo,brown,2018
BG782OS,Toyota,Corolla,beige,2019
BG795PV,Ford,Fiesta,purple,2020
BG808RY,Renault,Megane,red,2021
BG821SB,Peugeot,308,blue,2022
BG834TE,Opel,Astra,white,2023
BG847UH,BMW,Serie 3,black,2024
BG860VK,Mercedes,Classe B,grey,2005
BG873WN,Audi,A3,silver,2006
BG886XR,Honda,Jazz,green,2007
BG899YU,Hyundai,i20,yellow,2008
BG912ZX,Kia,Stonic,orange,2009
BG925AA,Nissan,Juke,brown,2010
BG938BD,Seat,Arona,beige,2011
BG951CG,Skoda,Scala,purple,2012
BG964DJ,Volvo,XC40,red,2013
BG977EM,Mazda,3,blue,2014
BG990FP,Suzuki,Vitara,white,2015
BG103GT,Citroen,C4,black,2016
BH116HW,Dacia,Duster,grey,2017
BH129IZ,Alfa Romeo,Giulia,silver,2018
BH142JC,Lancia,Ypsilon,green,2019
BH155KF,Jeep,Compass,yellow,2020
BH168LI,Mini,Countryman,orange,2021
BH181ML,Subaru,Forester,brown,2022
BH194NO,Mitsubishi,ASX,beige,2023
BH207OS,Tesla,Model Y,purple,2024
BH220PV,Fiat,Panda,red,2005
BH233RY,Volkswagen,Passat,blue,2006
BH246SB,Toyota,Auris,white,2007
BH259TE,Ford,Kuga,black,2008
BH272UH,Renault,Captur,grey,2009
BH285VK,Peugeot,2008,silver,2010
BH298WN,Opel,Mokka,green,2011
BH311XR,BMW,Serie 5,yellow,2012
BH324YU,Mercedes,Classe C,orange,2013
BH337ZX,Audi,A4,brown,2014
BH350AA,Honda,HR-V,beige,2015
BH363BD,Hyundai,i30,purple,2016
BH376CG,Kia,Ceed,red,2017
BH389DJ,Nissan,Qashqai,blue,2018
BH402EM,Seat,Leon,white,2019
BH415FP,Skoda,Octavia,black,2020
BH428GT,Volvo,V60,grey,2021
BH441HW,Mazda,CX-3,silver,2022
BI454IZ,Suzuki,Ignis,green,2023
BI467JC,Citroen,C5 Aircross,yellow,2024
BI480KF,Dacia,Logan,orange,2005
BI493LI,Alfa Romeo,Stelvio,brown,2006
BI506ML,Lancia,Ypsilon,beige,2007
BI519NO,Jeep,Cherokee,purple,2008
BI532OS,Mini,Clubman,red,2009
BI545PV,Subaru,Outback,blue,2010
BI558RY,Mitsubishi,Eclipse Cross,white,2011
BI571SB,Tesla,Model S,black,2012
BI584TE,Fiat,Tipo,grey,2013
BI597UH,Volkswagen,Tiguan,silver,2014
BI610VK,Toyota,RAV4,green,2015
BI623WN,Ford,Puma,yellow,2016
BI636XR,Renault,Kadjar,orange,2017
BI649YU,Peugeot,3008,brown,2018
BI662ZX,Opel,Crossland,beige,2019
BI675AA,BMW,X1,purple,2020
BI688BD,Mercedes,GLA,red,2021
BI701CG,Audi,Q3,blue,2022
BI714DJ,Honda,CR-V,white,2023
BI727EM,Hyundai,Tucson,black,2024
BI740FP,Kia,Sportage,grey,2005
BI753GT,Nissan,Leaf,silver,2006
BI766HW,Seat,Ateca,green,2007
BI779IZ,Skoda,Karoq,yellow,2008
BJ792JC,Volvo,XC60,orange,2009
BJ805KF,Mazda,CX-5,brown,2010
BJ818LI,Suzuki,Baleno,beige,2011
BJ831ML,Citroen,Berlingo,purple,2012
BJ844NO,Dacia,Spring,red,2013
BJ857OS,Alfa Romeo,Tonale,blue,2014
BJ870PV,Lancia,Ypsilon,white,2015
BJ883RY,Jeep,Wrangler,black,2016
BJ896SB,Mini,Paceman,grey,2017
BJ909TE,Subaru,XV,silver,2018
BJ922UH,Mitsubishi,Outlander,green,2019
BJ935VK,Tesla,Model X,yellow,2020
BJ948WN,Fiat,Punto,orange,2021
BJ961XR,Volkswagen,Golf,brown,2022
BJ974YU,Toyota,Yaris,beige,2023
BJ987ZX,Ford,Focus,purple,2024
BJ100AA,Renault,Clio,red,2005
BJ113BD,Peugeot,208,blue,2006
BJ126CG,Opel,Corsa,white,2007
BJ139DJ,BMW,Serie 1,black,2008
BJ152EM,Mercedes,Classe A,grey,2009
BJ165FP,Audi,A1,silver,2010
BJ178GT,Honda,Civic,green,2011
BJ191HW,Hyundai,i10,yellow,2012
BJ204IZ,Kia,Picanto,orange,2013
BJ217JC,Nissan,Micra,brown,2014
BK230KF,Seat,Ibiza,beige,2015
BK243LI,Skoda,Fabia,purple,2016
BK256ML,Volvo,V40,red,2017
BK269NO,Mazda,2,blue,2018
BK282OS,Suzuki,Swift,white,2019
BK295PV,Citroen,C3,black,2020
BK308RY,Dacia,Sandero,grey,2021
BK321SB,Alfa Romeo,Giulietta,silver,2022
BK334TE,Lancia,Ypsilon,green,2023
BK347UH,Jeep,Renegade,yellow,2024
BK360VK,Mini,Cooper,orange,2005
BK373WN,Subaru,Impreza,brown,2006
BK386XR,Mitsubishi,Colt,beige,2007
BK399YU,Tesla,Model 3,purple,2008
BK412ZX,Fiat,500,red,2009
BK425AA,Volkswagen,Polo,blue,2010
BK438BD,Toyota,Corolla,white,2011
BK451CG,Ford,Fiesta,black,2012
BK464DJ,Renault,Megane,grey,2013
BK477EM,Peugeot,308,silver,2014
BK490FP,Opel,Astra,green,2015
BK503GT,BMW,Serie 3,yellow,2016
BK516HW,Mercedes,Classe B,orange,2017
BK529IZ,Audi,A3,brown,2018
BK542JC,Honda,Jazz,beige,2019
BK555KF,Hyundai,i20,purple,2020
BL568LI,Kia,Stonic,red,2021
BL581ML,Nissan,Juke,blue,2022
BL594NO,Seat,Arona,white,2023
BL607OS,Skoda,Scala,black,2024
BL620PV,Volvo,XC40,grey,2005
BL633RY,Mazda,3,silver,2006
BL646SB,Suzuki,Vitara,green,2007
BL659TE,Citroen,C4,yellow,2008
BL672UH,Dacia,Duster,orange,2009
BL685VK,Alfa Romeo,Giulia,brown,2010
BL698WN,Lancia,Ypsilon,beige,2011
BL711XR,Jeep,Compass,purple,2012
BL724YU,Mini,Countryman,red,2013
BL737ZX,Subaru,Forester,blue,2014
BL750AA,Mitsubishi,ASX,white,2015
BL763BD,Tesla,Model Y,black,2016
BL776CG,Fiat,Panda,grey,2017
BL789DJ,Volkswagen,Passat,silver,2018
BL802EM,Toyota,Auris,green,2019
BL815FP,Ford,Kuga,yellow,2020
BL828GT,Renault,Captur,orange,2021
BL841HW,Peugeot,2008,brown,2022
BL854IZ,Opel,Mokka,beige,2023
BL867JC,BMW,Serie 5,purple,2024
BL880KF,Mercedes,Classe C,red,2005
BL893LI,Audi,A4,blue,2006
BM906ML,Honda,HR-V,white,2007
BM919NO,Hyundai,i30,black,2008
BM932OS,Kia,Ceed,grey,2009
BM945PV,Nissan,Qashqai,silver,2010
BM958RY,Seat,Leon,green,2011
BM971SB,Skoda,Octavia,yellow,2012
BM984TE,Volvo,V60,orange,2013
BM997UH,Mazda,CX-3,brown,2014
BM110VK,Suzuki,Ignis,beige,2015
BM123WN,Citroen,C5 Aircross,purple,2016
BM136XR,Dacia,Logan,red,2017
BM149YU,Alfa Romeo,Stelvio,blue,2018
BM162ZX,Lancia,Ypsilon,white,2019
BM175AA,Jeep,Cherokee,black,2020
BM188BD,Mini,Clubman,grey,2021
BM201CG,Subaru,Outback,silver,2022
BM214DJ,Mitsubishi,Eclipse Cross,green,2023
BM227EM,Tesla,Model S,yellow,2024
BM240FP,Fiat,Tipo,orange,2005
BM253GT,Volkswagen,Tiguan,brown,2006
BM266HW,Toyota,RAV4,beige,2007
BM279IZ,Ford,Puma,purple,2008
BM292JC,Renault,Kadjar,red,2009
BM305KF,Peugeot,3008,blue,2010
BM318LI,Opel,Crossland,white,2011
BM331ML,BMW,X1,black,2012
BN344NO,Mercedes,GLA,grey,2013
BN357OS,Audi,Q3,silver,2014
BN370PV,Honda,CR-V,green,2015
BN383RY,Hyundai,Tucson,yellow,2016
BN396SB,Kia,Sportage,orange,2017
BN409TE,Nissan,Leaf,brown,2018
BN422UH,Seat,Ateca,beige,2019
BN435VK,Skoda,Karoq,purple,2020
BN448WN,Volvo,XC60,red,2021
BN461XR,Mazda,CX-5,blue,2022
BN474YU,Suzuki,Baleno,white,2023
BN487ZX,Citroen,Berlingo,black,2024
BN500AA,Dacia,Spring,grey,2005
BN513BD,Alfa Romeo,Tonale,silver,2006
BN526CG,Lancia,Ypsilon,green,2007
BN539DJ,Jeep,Wrangler,yellow,2008
BN552EM,Mini,Paceman,orange,2009
BN565FP,Subaru,XV,brown,2010
BN578GT,Mitsubishi,Outlander,beige,2011
BN591HW,Tesla,Model X,purple,2012
BN604IZ,Fiat,Punto,red,2013
BN617JC,Volkswagen,Golf,blue,2014
BN630KF,Toyota,Yaris,white,2015
BN643LI,Ford,Focus,black,2016
BN656ML,Renault,Clio,grey,2017
BN669NO,Peugeot,208,silver,2018
BO682OS,Opel,Corsa,green,2019
BO695PV,BMW,Serie 1,yellow,2020
BO708RY,Mercedes,Classe A,orange,2021
BO721SB,Audi,A1,brown,2022
BO734TE,Honda,Civic,beige,2023
BO747UH,Hyundai,i10,purple,2024
BO760VK,Kia,Picanto,red,2005
BO773WN,Nissan,Micra,blue,2006
BO786XR,Seat,Ibiza,white,2007
BO799YU,Skoda,Fabia,black,2008
BO812ZX,Volvo,V40,grey,2009
BO825AA,Mazda,2,silver,2010
BO838BD,Suzuki,Swift,green,2011
BO851CG,Citroen,C3,yellow,2012
BO864DJ,Dacia,Sandero,orange,2013
BO877EM,Alfa Romeo,Giulietta,brown,2014
BO890FP,Lancia,Ypsilon,beige,2015
BO903GT,Jeep,Renegade,purple,2016
BO916HW,Mini,Cooper,red,2017
BO929IZ,Subaru,Impreza,blue,2018
BO942JC,Mitsubishi,Colt,white,2019
BO955KF,Tesla,Model 3,black,2020
BO968LI,Fiat,500,grey,2021
BO981ML,Volkswagen,Polo,silver,2022
BO994NO,Toyota,Corolla,green,2023
BO107OS,Ford,Fiesta,yellow,2024
BP120PV,Renault,Megane,orange,2005
BP133RY,Peugeot,308,brown,2006
BP146SB,Opel,Astra,beige,2007
BP159TE,BMW,Serie 3,purple,2008
BP172UH,Mercedes,Classe B,red,2009
BP185VK,Audi,A3,blue,2010
BP198WN,Honda,Jazz,white,2011
BP211XR,Hyundai,i20,black,2012
BP224YU,Kia,Stonic,grey,2013
BP237ZX,Nissan,Juke,silver,2014
BP250AA,Seat,Arona,green,2015
BP263BD,Skoda,Scala,yellow,2016
BP276CG,Volvo,XC40,orange,2017
BP289DJ,Mazda,3,brown,2018
BP302EM,Suzuki,Vitara,beige,2019
BP315FP,Citroen,C4,purple,2020
BP328GT,Dacia,Duster,red,2021
BP341HW,Alfa Romeo,Giulia,blue,2022
BP354IZ,Lancia,Ypsilon,white,2023
BP367JC,Jeep,Compass,black,2024
BP380KF,Mini,Countryman,grey,2005
BP393LI,Subaru,Forester,silver,2006
BP406ML,Mitsubishi,ASX,green,2007
BP419NO,Tesla,Model Y,yellow,2008
BP432OS,Fiat,Panda,orange,2009
BP445PV,Volkswagen,Passat,brown,2010
BR458RY,Toyota,Auris,beige,2011
BR471SB,Ford,Kuga,purple,2012
BR484TE,Renault,Captur,red,2013
BR497UH,Peugeot,2008,blue,2014
BR510VK,Opel,Mokka,white,2015
BR523WN,BMW,Serie 5,black,2016
BR536XR,Mercedes,Classe C,grey,2017
BR549YU,Audi,A4,silver,2018
BR562ZX,Honda,HR-V,green,2019
BR575AA,Hyundai,i30,yellow,2020
BR588BD,Kia,Ceed,orange,2021
BR601CG,Nissan,Qashqai,brown,2022
BR614DJ,Seat,Leon,beige,2023
BR627EM,Skoda,Octavia,purple,2024
BR640FP,Volvo,V60,red,2005
BR653GT,Mazda,CX-3,blue,2006
BR666HW,Suzuki,Ignis,white,2007
BR679IZ,Citroen,C5 Aircross,black,2008
BR692JC,Dacia,Logan,grey,2009
BR705KF,Alfa Romeo,Stelvio,silver,2010
BR718LI,Lancia,Ypsilon,green,2011
BR731ML,Jeep,Cherokee,yellow,2012
BR744NO,Mini,Clubman,orange,2013
BR757OS,Subaru,Outback,brown,2014
BR770PV,Mitsubishi,Eclipse Cross,beige,2015
BR783RY,Tesla,Model S,purple,2016
BS796SB,Fiat,Tipo,red,2017
BS809TE,Volkswagen,Tiguan,blue,2018
BS822UH,Toyota,RAV4,white,2019
BS835VK,Ford,Puma,black,2020
BS848WN,Renault,Kadjar,grey,2021
BS861XR,Peugeot,3008,silver,2022
BS874YU,Opel,Crossland,green,2023
BS887ZX,BMW,X1,yellow,2024
BS900AA,Mercedes,GLA,orange,2005
BS913BD,Audi,Q3,brown,2006
BS926CG,Honda,CR-V,beige,2007
BS939DJ,Hyundai,Tucson,purple,2008
BS952EM,Kia,Sportage,red,2009
BS965FP,Nissan,Leaf,blue,2010
BS978GT,Seat,Ateca,white,2011
BS991HW,Skoda,Karoq,black,2012
BS104IZ,Volvo,XC60,grey,2013
BS117JC,Mazda,CX-5,silver,2014
BS130KF,Suzuki,Baleno,green,2015
BS143LI,Citroen,Berlingo,yellow,2016
BS156ML,Dacia,Spring,orange,2017
BS169NO,Alfa Romeo,Tonale,brown,2018
BS182OS,Lancia,Ypsilon,beige,2019
BS195PV,Jeep,Wrangler,purple,2020
BS208RY,Mini,Paceman,red,2021
BS221SB,Subaru,XV,blue,2022
BT234TE,Mitsubishi,Outlander,white,2023
BT247UH,Tesla,Model X,black,2024
BT260VK,Fiat,Punto,grey,2005
BT273WN,Volkswagen,Golf,silver,2006
BT286XR,Toyota,Yaris,green,2007
BT299YU,Ford,Focus,yellow,2008
BT312ZX,Renault,Clio,orange,2009
BT325AA,Peugeot,208,brown,2010
BT338BD,Opel,Corsa,beige,2011
BT351CG,BMW,Serie 1,purple,2012
BT364DJ,Mercedes,Classe A,red,2013
BT377EM,Audi,A1,blue,2014
BT390FP,Honda,Civic,white,2015
BT403GT,Hyundai,i10,black,2016
BT416HW,Kia,Picanto,grey,2017
BT429IZ,Nissan,Micra,silver,2018
BT442JC,Seat,Ibiza,green,2019
BT455KF,Skoda,Fabia,yellow,2020
BT468LI,Volvo,V40,orange,2021
BT481ML,Mazda,2,brown,2022
BT494NO,Suzuki,Swift,beige,2023
BT507OS,Citroen,C3,purple,2024
BT520PV,Dacia,Sandero,red,2005
BT533RY,Alfa Romeo,Giulietta,blue,2006
BT546SB,Lancia,Ypsilon,white,2007
BT559TE,Jeep,Renegade,black,2008
BU572UH,Mini,Cooper,grey,2009
BU585VK,Subaru,Impreza,silver,2010
BU598WN,Mitsubishi,Colt,green,2011
BU611XR,Tesla,Model 3,yellow,2012
BU624YU,Fiat,500,orange,2013
BU637ZX,Volkswagen,Polo,brown,2014
BU650AA,Toyota,Corolla,beige,2015
BU663BD,Ford,Fiesta,purple,2016
BU676CG,Renault,Megane,red,2017
BU689DJ,Peugeot,308,blue,2018
BU702EM,Opel,Astra,white,2019
BU715FP,BMW,Serie 3,black,2020
BU728GT,Mercedes,Classe B,grey,2021
BU741HW,Audi,A3,silver,2022
BU754IZ,Honda,Jazz,green,2023
BU767JC,Hyundai,i20,yellow,2024
BU780KF,Kia,Stonic,orange,2005
BU793LI,Nissan,Juke,brown,2006
BU806ML,Seat,Arona,beige,2007
BU819NO,Skoda,Scala,purple,2008
BU832OS,Volvo,XC40,red,2009
BU845PV,Mazda,3,blue,2010
BU858RY,Suzuki,Vitara,white,2011
BU871SB,Citroen,C4,black,2012
BU884TE,Dacia,Duster,grey,2013
BU897UH,Alfa Romeo,Giulia,silver,2014
BV910VK,Lancia,Ypsilon,green,2015
BV923WN,Jeep,Compass,yellow,2016
BV936XR,Mini,Countryman,orange,2017
BV949YU,Subaru,Forester,brown,2018
BV962ZX,Mitsubishi,ASX,beige,2019
BV975AA,Tesla,Model Y,purple,2020
BV988BD,Fiat,Panda,red,2021
BV101CG,Volkswagen,Passat,blue,2022
BV114DJ,Toyota,Auris,white,2023
BV127EM,Ford,Kuga,black,2024
BV140FP,Renault,Captur,grey,2005
BV153GT,Peugeot,2008,silver,2006
BV166HW,Opel,Mokka,green,2007
BV179IZ,BMW,Serie 5,yellow,2008
BV192JC,Mercedes,Classe C,orange,2009
BV205KF,Audi,A4,brown,2010
BV218LI,Honda,HR-V,beige,2011
BV231ML,Hyundai,i30,purple,2012
BV244NO,Kia,Ceed,red,2013
BV257OS,Nissan,Qashqai,blue,2014
BV270PV,Seat,Leon,white,2015
BV283RY,Skoda,Octavia,black,2016
BV296SB,Volvo,V60,grey,2017
BV309TE,Mazda,CX-3,silver,2018
BV322UH,Suzuki,Ignis,green,2019
BV335VK,Citroen,C5 Aircross,yellow,2020
BW348WN,Dacia,Logan,orange,2021
BW361XR,Alfa Romeo,Stelvio,brown,2022
BW374YU,Lancia,Ypsilon,beige,2023
BW387ZX,Jeep,Cherokee,purple,2024
BW400AA,Mini,Clubman,red,2005
BW413BD,Subaru,Outback,blue,2006
BW426CG,Mitsubishi,Eclipse Cross,white,2007
BW439DJ,Tesla,Model S,black,2008
BW452EM,Fiat,Tipo,grey,2009
BW465FP,Volkswagen,Tiguan,silver,2010
BW478GT,Toyota,RAV4,green,2011
BW491HW,Ford,Puma,yellow,2012
BW504IZ,Renault,Kadjar,orange,2013
BW517JC,Peugeot,3008,brown,2014
BW530KF,Opel,Crossland,beige,2015
BW543LI,BMW,X1,purple,2016
BW556ML,Mercedes,GLA,red,2017
BW569NO,Audi,Q3,blue,2018
BW582OS,Honda,CR-V,white,2019
BW595PV,Hyundai,Tucson,black,2020
BW608RY,Kia,Sportage,grey,2021
BW621SB,Nissan,Leaf,silver,2022
BW634TE,Seat,Ateca,green,2023
BW647UH,Skoda,Karoq,yellow,2024
BW660VK,Volvo,XC60,orange,2005
BW673WN,Mazda,CX-5,brown,2006
BX686XR,Suzuki,Baleno,beige,2007
BX699YU,Citroen,Berlingo,purple,2008
BX712ZX,Dacia,Spring,red,2009
BX725AA,Alfa Romeo,Tonale,blue,2010
BX738BD,Lancia,Ypsilon,white,2011
BX751CG,Jeep,Wrangler,black,2012
BX764DJ,Mini,Paceman,grey,2013
BX777EM,Subaru,XV,silver,2014
BX790FP,Mitsubishi,Outlander,green,2015
BX803GT,Tesla,Model X,yellow,2016
BX816HW,Fiat,Punto,orange,2017
BX829IZ,Volkswagen,Golf,brown,2018
BX842JC,Toyota,Yaris,beige,2019
BX855KF,Ford,Focus,purple,2020
BX868LI,Renault,Clio,red,2021
BX881ML,Peugeot,208,blue,2022
BX894NO,Opel,Corsa,white,2023
BX907OS,BMW,Serie 1,black,2024
BX920PV,Mercedes,Classe A,grey,2005
BX933RY,Audi,A1,silver,2006
BX946SB,Honda,Civic,green,2007
BX959TE,Hyundai,i10,yellow,2008
BX972UH,Kia,Picanto,orange,2009
BX985VK,Nissan,Micra,brown,2010
BX998WN,Seat,Ibiza,beige,2011
BX111XR,Skoda,Fabia,purple,2012
BY124YU,Volvo,V40,red,2013
BY137ZX,Mazda,2,blue,2014
BY150AA,Suzuki,Swift,white,2015
BY163BD,Citroen,C3,black,2016
BY176CG,Dacia,Sandero,grey,2017
BY189DJ,Alfa Romeo,Giulietta,silver,2018
BY202EM,Lancia,Ypsilon,green,2019
BY215FP,Jeep,Renegade,yellow,2020
BY228GT,Mini,Cooper,orange,2021
BY241HW,Subaru,Impreza,brown,2022
BY254IZ,Mitsubishi,Colt,beige,2023
BY267JC,Tesla,Model 3,purple,2024
BY280KF,Fiat,500,red,2005
BY293LI,Volkswagen,Polo,blue,2006
BY306ML,Toyota,Corolla,white,2007
BY319NO,Ford,Fiesta,black,2008
BY332OS,Renault,Megane,grey,2009
BY345PV,Peugeot,308,silver,2010
BY358RY,Opel,Astra,green,2011
BY371SB,BMW,Serie 3,yellow,2012
BY384TE,Mercedes,Classe B,orange,2013
BY397UH,Audi,A3,brown,2014
BY410VK,Honda,Jazz,beige,2015
BY423WN,Hyundai,i20,purple,2016
BY436XR,Kia,Stonic,red,2017
BY449YU,Nissan,Juke,blue,2018
BZ462ZX,Seat,Arona,white,2019
BZ475AA,Skoda,Scala,black,2020
BZ488BD,Volvo,XC40,grey,2021
BZ501CG,Mazda,3,silver,2022
BZ514DJ,Suzuki,Vitara,green,2023
BZ527EM,Citroen,C4,yellow,2024
BZ540FP,Dacia,Duster,orange,2005
BZ553GT,Alfa Romeo,Giulia,brown,2006
BZ566HW,Lancia,Ypsilon,beige,2007
BZ579IZ,Jeep,Compass,purple,2008
BZ592JC,Mini,Countryman,red,2009
BZ605KF,Subaru,Forester,blue,2010
BZ618LI,Mitsubishi,ASX,white,2011
BZ631ML,Tesla,Model Y,black,2012
BZ644NO,Fiat,Panda,grey,2013
BZ657OS,Volkswagen,Passat,silver,2014
BZ670PV,Toyota,Auris,green,2015
BZ683RY,Ford,Kuga,yellow,2016
